FIPS,State,County,Week,Date,Retail,Grocery,Parks,Transit,Work,Residential
41,Oregon,The Whole State,5,4/1/2020,-39,-11,1,-42,-49,18
41,Oregon,The Whole State,5,4/2/2020,-42,-12,-3,-46,-50,19
41,Oregon,The Whole State,5,4/3/2020,-44,-12,-10,-46,-48,19
41,Oregon,The Whole State,6,4/4/2020,-51,-18,-20,-45,-37,14
41,Oregon,The Whole State,6,4/5/2020,-46,-18,-1,-44,-39,11
41,Oregon,The Whole State,6,4/6/2020,-40,-15,19,-44,-48,17
41,Oregon,The Whole State,6,4/7/2020,-39,-11,39,-42,-49,17
41,Oregon,The Whole State,6,4/8/2020,-38,-10,53,-41,-49,17
41,Oregon,The Whole State,6,4/9/2020,-39,-8,41,-43,-50,17
41,Oregon,The Whole State,6,4/10/2020,-41,-10,22,-44,-49,18
41,Oregon,The Whole State,7,4/11/2020,-45,-7,16,-41,-36,12
42,Pennsylvania,The Whole State,1,2/29/2020,9,3,-3,5,2,-1
42,Pennsylvania,The Whole State,1,3/1/2020,16,8,39,6,3,-1
42,Pennsylvania,The Whole State,1,3/2/2020,8,4,31,2,2,0
42,Pennsylvania,The Whole State,1,3/3/2020,9,5,4,3,2,0
42,Pennsylvania,The Whole State,1,3/4/2020,9,7,27,4,1,-1
42,Pennsylvania,The Whole State,1,3/5/2020,9,7,37,5,1,-1
42,Pennsylvania,The Whole State,1,3/6/2020,1,0,-7,-1,1,1
42,Pennsylvania,The Whole State,2,3/7/2020,10,6,26,7,3,-1
42,Pennsylvania,The Whole State,2,3/8/2020,15,9,127,8,1,-2
42,Pennsylvania,The Whole State,2,3/9/2020,9,7,104,1,0,0
42,Pennsylvania,The Whole State,2,3/10/2020,6,5,17,-2,0,1
42,Pennsylvania,The Whole State,2,3/11/2020,7,10,29,0,-1,0
42,Pennsylvania,The Whole State,2,3/12/2020,8,21,39,-4,-2,1
42,Pennsylvania,The Whole State,2,3/13/2020,1,22,33,-11,-7,3
42,Pennsylvania,The Whole State,3,3/14/2020,-7,13,40,-8,-2,3
42,Pennsylvania,The Whole State,3,3/15/2020,-8,8,63,-15,-7,3
42,Pennsylvania,The Whole State,3,3/16/2020,-6,18,10,-26,-22,8
42,Pennsylvania,The Whole State,3,3/17/2020,-28,2,-4,-34,-31,13
42,Pennsylvania,The Whole State,3,3/18/2020,-33,-2,31,-37,-35,14
42,Pennsylvania,The Whole State,3,3/19/2020,-35,-1,0,-42,-37,16
42,Pennsylvania,The Whole State,3,3/20/2020,-39,-1,15,-43,-41,19
42,Pennsylvania,The Whole State,4,3/21/2020,-48,-11,20,-40,-31,13
42,Pennsylvania,The Whole State,4,3/22/2020,-47,-18,38,-46,-33,10
42,Pennsylvania,The Whole State,4,3/23/2020,-50,-25,-53,-58,-50,21
42,Pennsylvania,The Whole State,4,3/24/2020,-45,-19,10,-51,-51,21
42,Pennsylvania,The Whole State,4,3/25/2020,-49,-23,-29,-55,-52,22
42,Pennsylvania,The Whole State,4,3/26/2020,-44,-18,52,-50,-51,21
42,Pennsylvania,The Whole State,4,3/27/2020,-46,-20,27,-52,-50,23
42,Pennsylvania,The Whole State,5,3/28/2020,-58,-33,-53,-55,-39,17
42,Pennsylvania,The Whole State,5,3/29/2020,-50,-27,7,-52,-38,12
42,Pennsylvania,The Whole State,5,3/30/2020,-45,-23,-15,-55,-51,21
42,Pennsylvania,The Whole State,5,3/31/2020,-45,-22,-26,-54,-53,22
42,Pennsylvania,The Whole State,5,4/1/2020,-43,-16,-1,-50,-53,21
42,Pennsylvania,The Whole State,5,4/2/2020,-45,-18,7,-53,-53,22
42,Pennsylvania,The Whole State,5,4/3/2020,-46,-18,-11,-54,-52,24
42,Pennsylvania,The Whole State,6,4/4/2020,-53,-22,14,-49,-38,15
42,Pennsylvania,The Whole State,6,4/5/2020,-50,-24,52,-51,-39,12
42,Pennsylvania,The Whole State,6,4/6/2020,-43,-19,33,-53,-53,21
42,Pennsylvania,The Whole State,6,4/7/2020,-44,-20,18,-53,-54,21
42,Pennsylvania,The Whole State,6,4/8/2020,-44,-18,28,-53,-54,21
42,Pennsylvania,The Whole State,6,4/9/2020,-46,-19,-22,-57,-55,23
42,Pennsylvania,The Whole State,6,4/10/2020,-49,-20,-34,-60,-61,27
42,Pennsylvania,The Whole State,7,4/11/2020,-47,-12,19,-50,-40,15
44,Rhode Island,The Whole State,1,2/29/2020,7,-2,31,5,2,-1
44,Rhode Island,The Whole State,1,3/1/2020,13,7,-3,9,5,-1
44,Rhode Island,The Whole State,1,3/2/2020,9,7,34,-1,3,-1
44,Rhode Island,The Whole State,1,3/3/2020,9,6,61,2,2,-1
44,Rhode Island,The Whole State,1,3/4/2020,9,3,21,-1,1,-1
44,Rhode Island,The Whole State,1,3/5/2020,8,3,54,4,2,-1
44,Rhode Island,The Whole State,1,3/6/2020,4,-3,8,-1,3,1
44,Rhode Island,The Whole State,2,3/7/2020,5,-1,35,-3,2,0
44,Rhode Island,The Whole State,2,3/8/2020,11,-1,68,4,4,-1
44,Rhode Island,The Whole State,2,3/9/2020,13,3,165,-3,2,-1
44,Rhode Island,The Whole State,2,3/10/2020,8,2,65,-6,0,0
44,Rhode Island,The Whole State,2,3/11/2020,7,5,56,-7,-3,1
44,Rhode Island,The Whole State,2,3/12/2020,6,24,33,-9,-1,1
44,Rhode Island,The Whole State,2,3/13/2020,-1,34,-10,-21,-3,4
44,Rhode Island,The Whole State,3,3/14/2020,-9,20,98,-16,-4,3
44,Rhode Island,The Whole State,3,3/15/2020,-13,6,81,-21,-5,4
44,Rhode Island,The Whole State,3,3/16/2020,-8,20,41,-32,-22,9
44,Rhode Island,The Whole State,3,3/17/2020,-31,5,-9,-40,-31,14
44,Rhode Island,The Whole State,3,3/18/2020,-28,3,107,-41,-33,14
44,Rhode Island,The Whole State,3,3/19/2020,-36,-1,-16,-53,-36,17
44,Rhode Island,The Whole State,3,3/20/2020,-32,10,55,-47,-35,18
44,Rhode Island,The Whole State,4,3/21/2020,-39,0,146,-43,-25,11
44,Rhode Island,The Whole State,4,3/22/2020,-42,-16,62,-51,-28,11
44,Rhode Island,The Whole State,4,3/23/2020,-42,-17,-22,-59,-40,18
44,Rhode Island,The Whole State,4,3/24/2020,-40,-14,65,-55,-44,19
44,Rhode Island,The Whole State,4,3/25/2020,-43,-19,-4,-59,-46,21
44,Rhode Island,The Whole State,4,3/26/2020,-38,-11,139,-55,-45,19
44,Rhode Island,The Whole State,4,3/27/2020,-39,-14,136,-54,-44,21
44,Rhode Island,The Whole State,5,3/28/2020,-46,-16,99,-55,-35,14
44,Rhode Island,The Whole State,5,3/29/2020,-55,-30,-50,-67,-37,14
44,Rhode Island,The Whole State,5,3/30/2020,-45,-22,5,-62,-47,20
44,Rhode Island,The Whole State,5,3/31/2020,-41,-19,64,-57,-49,21
44,Rhode Island,The Whole State,5,4/1/2020,-41,-12,12,-58,-49,21
44,Rhode Island,The Whole State,5,4/2/2020,-44,-14,-5,-62,-50,22
44,Rhode Island,The Whole State,5,4/3/2020,-49,-16,-49,-64,-50,26
44,Rhode Island,The Whole State,6,4/4/2020,-50,-16,22,-58,-38,15
44,Rhode Island,The Whole State,6,4/5/2020,-50,-25,4,-59,-37,13
44,Rhode Island,The Whole State,6,4/6/2020,-39,-17,79,-58,-50,19
44,Rhode Island,The Whole State,6,4/7/2020,-40,-17,65,-60,-52,21
44,Rhode Island,The Whole State,6,4/8/2020,-46,-19,-15,-64,-53,23
44,Rhode Island,The Whole State,6,4/9/2020,-49,-22,-30,-68,-54,24
44,Rhode Island,The Whole State,6,4/10/2020,-44,-10,-10,-63,-54,25
44,Rhode Island,The Whole State,7,4/11/2020,-45,-4,45,-57,-40,15
45,South Carolina,The Whole State,1,2/29/2020,15,8,39,15,3,-3
45,South Carolina,The Whole State,1,3/1/2020,16,8,25,25,3,-2
45,South Carolina,The Whole State,1,3/2/2020,10,6,20,8,4,-1
45,South Carolina,The Whole State,1,3/3/2020,10,8,3,4,2,0
45,South Carolina,The Whole State,1,3/4/2020,7,3,-11,5,1,1
45,South Carolina,The Whole State,1,3/5/2020,2,-2,-25,2,-1,3
45,South Carolina,The Whole State,1,3/6/2020,9,5,21,12,2,-2
45,South Carolina,The Whole State,2,3/7/2020,11,7,53,18,3,-2
45,South Carolina,The Whole State,2,3/8/2020,12,7,38,24,2,-1
45,South Carolina,The Whole State,2,3/9/2020,9,8,53,7,2,-1
45,South Carolina,The Whole State,2,3/10/2020,9,9,34,8,1,0
45,South Carolina,The Whole State,2,3/11/2020,10,7,43,10,1,-1
45,South Carolina,The Whole State,2,3/12/2020,11,15,43,11,0,-1
45,South Carolina,The Whole State,2,3/13/2020,8,22,41,10,-2,-1
45,South Carolina,The Whole State,3,3/14/2020,4,18,64,10,1,0
45,South Carolina,The Whole State,3,3/15/2020,2,23,15,16,-3,1
45,South Carolina,The Whole State,3,3/16/2020,-1,24,13,-1,-10,4
45,South Carolina,The Whole State,3,3/17/2020,-8,17,6,-2,-15,7
45,South Carolina,The Whole State,3,3/18/2020,-19,11,10,-4,-21,9
45,South Carolina,The Whole State,3,3/19/2020,-22,10,32,-9,-23,10
45,South Carolina,The Whole State,3,3/20/2020,-25,10,31,-13,-26,10
45,South Carolina,The Whole State,4,3/21/2020,-32,4,39,-16,-17,7
45,South Carolina,The Whole State,4,3/22/2020,-39,-9,-22,-23,-28,9
45,South Carolina,The Whole State,4,3/23/2020,-34,-7,-21,-25,-30,13
45,South Carolina,The Whole State,4,3/24/2020,-36,-9,-28,-23,-33,16
45,South Carolina,The Whole State,4,3/25/2020,-30,-5,-2,-21,-34,14
45,South Carolina,The Whole State,4,3/26/2020,-31,-6,-5,-24,-35,15
45,South Carolina,The Whole State,4,3/27/2020,-32,-6,6,-27,-35,14
45,South Carolina,The Whole State,5,3/28/2020,-35,-4,12,-32,-25,9
45,South Carolina,The Whole State,5,3/29/2020,-38,-11,-4,-34,-34,9
45,South Carolina,The Whole State,5,3/30/2020,-30,-8,-1,-30,-36,13
45,South Carolina,The Whole State,5,3/31/2020,-32,-6,-30,-27,-39,16
45,South Carolina,The Whole State,5,4/1/2020,-30,-3,-26,-26,-40,15
45,South Carolina,The Whole State,5,4/2/2020,-33,-4,-20,-29,-41,16
45,South Carolina,The Whole State,5,4/3/2020,-32,-1,-18,-33,-41,15
45,South Carolina,The Whole State,6,4/4/2020,-40,-5,-22,-39,-31,11
45,South Carolina,The Whole State,6,4/5/2020,-42,-11,-24,-41,-38,10
45,South Carolina,The Whole State,6,4/6/2020,-33,-5,-11,-33,-41,15
45,South Carolina,The Whole State,6,4/7/2020,-36,-3,-21,-31,-43,17
45,South Carolina,The Whole State,6,4/8/2020,-41,-12,-26,-30,-45,17
45,South Carolina,The Whole State,6,4/9/2020,-38,-8,-22,-32,-45,18
45,South Carolina,The Whole State,6,4/10/2020,-37,-5,-26,-40,-52,19
45,South Carolina,The Whole State,7,4/11/2020,-41,-2,-24,-45,-34,11
46,South Dakota,The Whole State,1,2/29/2020,14,18,25,10,1,-2
46,South Dakota,The Whole State,1,3/1/2020,19,21,16,11,5,-2
46,South Dakota,The Whole State,1,3/2/2020,6,11,12,8,5,-1
46,South Dakota,The Whole State,1,3/3/2020,8,11,18,9,2,-1
46,South Dakota,The Whole State,1,3/4/2020,8,10,31,11,2,-1
46,South Dakota,The Whole State,1,3/5/2020,5,5,15,10,2,0
46,South Dakota,The Whole State,1,3/6/2020,10,11,36,13,5,-1
46,South Dakota,The Whole State,2,3/7/2020,13,15,68,15,2,-2
46,South Dakota,The Whole State,2,3/8/2020,18,18,83,10,2,-2
46,South Dakota,The Whole State,2,3/9/2020,6,9,24,6,2,0
46,South Dakota,The Whole State,2,3/10/2020,9,20,22,10,0,-1
46,South Dakota,The Whole State,2,3/11/2020,7,25,50,10,0,-1
46,South Dakota,The Whole State,2,3/12/2020,3,25,14,8,-3,1
46,South Dakota,The Whole State,2,3/13/2020,1,36,12,4,-1,3
46,South Dakota,The Whole State,3,3/14/2020,-21,7,-41,-16,-6,8
46,South Dakota,The Whole State,3,3/15/2020,-8,12,1,-4,-6,4
46,South Dakota,The Whole State,3,3/16/2020,-7,21,2,-5,-15,7
46,South Dakota,The Whole State,3,3/17/2020,-8,22,32,1,-19,8
46,South Dakota,The Whole State,3,3/18/2020,-14,18,22,0,-21,9
46,South Dakota,The Whole State,3,3/19/2020,-29,4,-22,-21,-25,14
46,South Dakota,The Whole State,3,3/20/2020,-26,8,-8,-16,-23,15
46,South Dakota,The Whole State,4,3/21/2020,-33,7,0,-19,-13,10
46,South Dakota,The Whole State,4,3/22/2020,-31,2,35,-23,-18,7
46,South Dakota,The Whole State,4,3/23/2020,-23,6,47,-17,-23,11
46,South Dakota,The Whole State,4,3/24/2020,-28,4,49,-12,-27,13
46,South Dakota,The Whole State,4,3/25/2020,-35,-3,-11,-23,-30,16
46,South Dakota,The Whole State,4,3/26/2020,-37,-4,12,-20,-31,16
46,South Dakota,The Whole State,4,3/27/2020,-36,-1,17,-24,-29,18
46,South Dakota,The Whole State,5,3/28/2020,-49,-11,-17,-31,-22,15
46,South Dakota,The Whole State,5,3/29/2020,-35,-3,126,-31,-25,8
46,South Dakota,The Whole State,5,3/30/2020,-31,-2,90,-22,-30,13
46,South Dakota,The Whole State,5,3/31/2020,-32,-2,58,-17,-33,15
46,South Dakota,The Whole State,5,4/1/2020,-32,4,51,-20,-34,15
46,South Dakota,The Whole State,5,4/2/2020,-50,-18,-27,-34,-39,21
46,South Dakota,The Whole State,5,4/3/2020,-41,-5,-15,-32,-35,22
46,South Dakota,The Whole State,6,4/4/2020,-45,-2,-4,-31,-27,14
46,South Dakota,The Whole State,6,4/5/2020,-38,-3,81,-36,-29,9
46,South Dakota,The Whole State,6,4/6/2020,-32,-2,91,-23,-33,14
46,South Dakota,The Whole State,6,4/7/2020,-31,2,123,-17,-36,14
46,South Dakota,The Whole State,6,4/8/2020,-37,-6,25,-23,-37,17
46,South Dakota,The Whole State,6,4/9/2020,-38,-5,18,-24,-38,18
46,South Dakota,The Whole State,6,4/10/2020,-33,9,67,-26,-42,19
46,South Dakota,The Whole State,7,4/11/2020,-47,1,-16,-42,-31,15
47,Tennessee,The Whole State,1,2/29/2020,16,9,60,16,5,-3
47,Tennessee,The Whole State,1,3/1/2020,16,11,59,13,3,-2
47,Tennessee,The Whole State,1,3/2/2020,8,4,-5,3,2,1
47,Tennessee,The Whole State,1,3/3/2020,17,12,38,4,-8,0
47,Tennessee,The Whole State,1,3/4/2020,12,11,36,5,0,-1
47,Tennessee,The Whole State,1,3/5/2020,11,10,33,7,1,-2
47,Tennessee,The Whole State,1,3/6/2020,5,4,25,6,0,-1
47,Tennessee,The Whole State,2,3/7/2020,12,10,88,15,6,-3
47,Tennessee,The Whole State,2,3/8/2020,13,11,81,13,2,-2
47,Tennessee,The Whole State,2,3/9/2020,8,7,45,5,0,0
47,Tennessee,The Whole State,2,3/10/2020,8,8,26,3,-1,1
47,Tennessee,The Whole State,2,3/11/2020,8,11,43,3,0,0
47,Tennessee,The Whole State,2,3/12/2020,7,24,30,1,-2,0
47,Tennessee,The Whole State,2,3/13/2020,2,23,29,0,-6,2
47,Tennessee,The Whole State,3,3/14/2020,-4,19,27,1,1,2
47,Tennessee,The Whole State,3,3/15/2020,-8,13,-2,-5,-7,3
47,Tennessee,The Whole State,3,3/16/2020,-4,20,10,-7,-15,6
47,Tennessee,The Whole State,3,3/17/2020,-10,17,8,-9,-19,8
47,Tennessee,The Whole State,3,3/18/2020,-15,14,21,-13,-22,9
47,Tennessee,The Whole State,3,3/19/2020,-17,14,38,-16,-24,9
47,Tennessee,The Whole State,3,3/20/2020,-27,9,-18,-22,-27,13
47,Tennessee,The Whole State,4,3/21/2020,-33,9,11,-16,-16,8
47,Tennessee,The Whole State,4,3/22/2020,-37,0,1,-30,-28,8
47,Tennessee,The Whole State,4,3/23/2020,-32,-2,-16,-27,-34,15
47,Tennessee,The Whole State,4,3/24/2020,-39,-10,-29,-29,-38,17
47,Tennessee,The Whole State,4,3/25/2020,-33,-6,34,-26,-38,15
47,Tennessee,The Whole State,4,3/26/2020,-31,-6,57,-27,-39,14
47,Tennessee,The Whole State,4,3/27/2020,-34,-9,40,-30,-39,16
47,Tennessee,The Whole State,5,3/28/2020,-38,-7,48,-27,-26,9
47,Tennessee,The Whole State,5,3/29/2020,-35,-9,35,-35,-34,8
47,Tennessee,The Whole State,5,3/30/2020,-31,-10,10,-32,-39,15
47,Tennessee,The Whole State,5,3/31/2020,-36,-11,-30,-32,-42,18
47,Tennessee,The Whole State,5,4/1/2020,-31,-1,7,-28,-42,16
47,Tennessee,The Whole State,5,4/2/2020,-33,0,11,-31,-42,16
47,Tennessee,The Whole State,5,4/3/2020,-37,-2,1,-35,-44,18
47,Tennessee,The Whole State,6,4/4/2020,-45,-6,6,-33,-31,11
47,Tennessee,The Whole State,6,4/5/2020,-43,-9,2,-42,-38,10
47,Tennessee,The Whole State,6,4/6/2020,-35,-9,3,-35,-43,16
47,Tennessee,The Whole State,6,4/7/2020,-36,-7,5,-33,-45,17
47,Tennessee,The Whole State,6,4/8/2020,-35,-5,8,-32,-45,17
47,Tennessee,The Whole State,6,4/9/2020,-33,-4,0,-35,-46,17
47,Tennessee,The Whole State,6,4/10/2020,-36,-5,-5,-39,-53,20
47,Tennessee,The Whole State,7,4/11/2020,-40,2,11,-36,-33,10
48,Texas,The Whole State,1,2/29/2020,10,8,33,9,3,-3
48,Texas,The Whole State,1,3/1/2020,14,9,6,7,2,-2
48,Texas,The Whole State,1,3/2/2020,8,7,8,4,4,-1
48,Texas,The Whole State,1,3/3/2020,12,10,17,3,3,-2
48,Texas,The Whole State,1,3/4/2020,6,5,-10,0,2,1
48,Texas,The Whole State,1,3/5/2020,11,8,34,5,3,-2
48,Texas,The Whole State,1,3/6/2020,6,7,21,6,3,-2
48,Texas,The Whole State,2,3/7/2020,5,7,21,11,3,-2
48,Texas,The Whole State,2,3/8/2020,9,4,11,6,0,-1
48,Texas,The Whole State,2,3/9/2020,6,5,7,1,-9,2
48,Texas,The Whole State,2,3/10/2020,10,6,39,3,-10,1
48,Texas,The Whole State,2,3/11/2020,12,14,49,4,-9,1
48,Texas,The Whole State,2,3/12/2020,11,26,48,1,-11,1
48,Texas,The Whole State,2,3/13/2020,1,31,4,-5,-15,4
48,Texas,The Whole State,3,3/14/2020,-8,14,-3,-2,-3,2
48,Texas,The Whole State,3,3/15/2020,-9,7,-17,-7,-7,3
48,Texas,The Whole State,3,3/16/2020,-4,17,-2,-13,-22,7
48,Texas,The Whole State,3,3/17/2020,-12,15,2,-16,-26,10
48,Texas,The Whole State,3,3/18/2020,-16,14,11,-19,-29,12
48,Texas,The Whole State,3,3/19/2020,-22,12,10,-25,-32,13
48,Texas,The Whole State,3,3/20/2020,-30,9,-33,-30,-34,17
48,Texas,The Whole State,4,3/21/2020,-40,-3,-45,-32,-22,13
48,Texas,The Whole State,4,3/22/2020,-41,-10,-41,-37,-29,11
48,Texas,The Whole State,4,3/23/2020,-31,-4,-14,-34,-36,15
48,Texas,The Whole State,4,3/24/2020,-30,-1,-3,-32,-40,17
48,Texas,The Whole State,4,3/25/2020,-39,-13,-6,-37,-44,20
48,Texas,The Whole State,4,3/26/2020,-38,-14,-2,-39,-45,20
48,Texas,The Whole State,4,3/27/2020,-41,-15,-19,-42,-45,21
48,Texas,The Whole State,5,3/28/2020,-47,-19,-35,-43,-32,15
48,Texas,The Whole State,5,3/29/2020,-45,-23,-27,-47,-36,13
48,Texas,The Whole State,5,3/30/2020,-41,-21,-39,-45,-46,20
48,Texas,The Whole State,5,3/31/2020,-35,-13,-13,-39,-47,20
48,Texas,The Whole State,5,4/1/2020,-33,-8,-6,-38,-47,20
48,Texas,The Whole State,5,4/2/2020,-39,-14,-22,-43,-48,21
48,Texas,The Whole State,5,4/3/2020,-41,-13,-44,-47,-48,23
48,Texas,The Whole State,6,4/4/2020,-52,-23,-69,-52,-37,18
48,Texas,The Whole State,6,4/5/2020,-48,-23,-47,-53,-39,14
48,Texas,The Whole State,6,4/6/2020,-41,-19,-33,-46,-47,20
48,Texas,The Whole State,6,4/7/2020,-38,-16,-17,-42,-49,21
48,Texas,The Whole State,6,4/8/2020,-38,-15,-14,-42,-48,21
48,Texas,The Whole State,6,4/9/2020,-39,-15,-21,-44,-50,21
48,Texas,The Whole State,6,4/10/2020,-39,-13,-29,-48,-56,24
48,Texas,The Whole State,7,4/11/2020,-45,-14,-54,-49,-38,16
49,Utah,The Whole State,1,2/29/2020,5,12,36,9,4,-2
49,Utah,The Whole State,1,3/1/2020,2,8,-17,5,-1,1
49,Utah,The Whole State,1,3/2/2020,10,16,11,5,3,-1
49,Utah,The Whole State,1,3/3/2020,10,16,35,2,0,0
49,Utah,The Whole State,1,3/4/2020,9,16,50,6,2,-1
49,Utah,The Whole State,1,3/5/2020,10,16,65,5,2,-1
49,Utah,The Whole State,1,3/6/2020,7,15,61,4,5,-1
49,Utah,The Whole State,2,3/7/2020,5,13,47,7,3,-1
49,Utah,The Whole State,2,3/8/2020,11,15,20,5,1,-1
49,Utah,The Whole State,2,3/9/2020,8,14,37,2,1,0
49,Utah,The Whole State,2,3/10/2020,8,14,77,-2,1,-1
49,Utah,The Whole State,2,3/11/2020,8,19,52,0,1,-1
49,Utah,The Whole State,2,3/12/2020,10,47,65,-2,-1,0
49,Utah,The Whole State,2,3/13/2020,-2,44,12,-9,-4,3
49,Utah,The Whole State,3,3/14/2020,-13,23,15,-8,-3,4
49,Utah,The Whole State,3,3/15/2020,-6,24,68,-4,-19,4
49,Utah,The Whole State,3,3/16/2020,-7,30,62,-17,-22,8
49,Utah,The Whole State,3,3/17/2020,-18,22,95,-22,-28,10
49,Utah,The Whole State,3,3/18/2020,-26,20,14,-33,-42,17
49,Utah,The Whole State,3,3/19/2020,-30,8,8,-33,-36,16
49,Utah,The Whole State,3,3/20/2020,-33,10,22,-35,-35,16
49,Utah,The Whole State,4,3/21/2020,-40,-1,48,-28,-20,10
49,Utah,The Whole State,4,3/22/2020,-33,-3,84,-31,-34,7
49,Utah,The Whole State,4,3/23/2020,-31,-2,19,-37,-39,15
49,Utah,The Whole State,4,3/24/2020,-33,-4,27,-39,-41,17
49,Utah,The Whole State,4,3/25/2020,-34,-5,1,-40,-43,18
49,Utah,The Whole State,4,3/26/2020,-36,-5,-2,-43,-44,19
49,Utah,The Whole State,4,3/27/2020,-38,-4,14,-43,-41,18
49,Utah,The Whole State,5,3/28/2020,-46,-16,-1,-40,-28,13
49,Utah,The Whole State,5,3/29/2020,-41,-14,26,-44,-40,10
49,Utah,The Whole State,5,3/30/2020,-36,-10,27,-42,-46,17
49,Utah,The Whole State,5,3/31/2020,-34,-8,58,-41,-47,18
49,Utah,The Whole State,5,4/1/2020,-34,-7,39,-40,-49,19
49,Utah,The Whole State,5,4/2/2020,-37,-9,8,-46,-49,21
49,Utah,The Whole State,5,4/3/2020,-38,-5,33,-46,-47,20
49,Utah,The Whole State,6,4/4/2020,-49,-18,21,-42,-34,14
49,Utah,The Whole State,6,4/5/2020,-42,-13,16,-49,-43,10
49,Utah,The Whole State,6,4/6/2020,-37,-11,6,-47,-49,19
49,Utah,The Whole State,6,4/7/2020,-35,-9,68,-44,-50,19
49,Utah,The Whole State,6,4/8/2020,-33,-8,71,-43,-50,19
49,Utah,The Whole State,6,4/9/2020,-34,-7,33,-46,-51,20
49,Utah,The Whole State,6,4/10/2020,-37,-2,58,-46,-50,20
49,Utah,The Whole State,7,4/11/2020,-42,-4,28,-43,-34,12
50,Vermont,The Whole State,1,2/29/2020,6,-3,16,17,0,-1
50,Vermont,The Whole State,1,3/1/2020,15,11,16,6,2,-2
50,Vermont,The Whole State,1,3/2/2020,10,4,-1,7,-6,1
50,Vermont,The Whole State,1,3/3/2020,16,10,29,13,-10,1
50,Vermont,The Whole State,1,3/4/2020,3,4,-4,5,1,1
50,Vermont,The Whole State,1,3/5/2020,6,7,14,9,5,-1
50,Vermont,The Whole State,1,3/6/2020,3,1,9,7,2,1
50,Vermont,The Whole State,2,3/7/2020,10,0,28,25,2,-1
50,Vermont,The Whole State,2,3/8/2020,13,11,49,13,4,-2
50,Vermont,The Whole State,2,3/9/2020,9,9,52,8,-1,0
50,Vermont,The Whole State,2,3/10/2020,1,3,2,3,-1,1
50,Vermont,The Whole State,2,3/11/2020,3,5,-4,2,-1,1
50,Vermont,The Whole State,2,3/12/2020,3,14,6,-2,1,1
50,Vermont,The Whole State,2,3/13/2020,-3,14,-16,-20,-4,4
50,Vermont,The Whole State,3,3/14/2020,-6,11,21,-5,-3,3
50,Vermont,The Whole State,3,3/15/2020,-8,14,10,-32,-8,3
50,Vermont,The Whole State,3,3/16/2020,-5,18,15,-23,-13,6
50,Vermont,The Whole State,3,3/17/2020,-24,5,-12,-26,-23,11
50,Vermont,The Whole State,3,3/18/2020,-30,-4,21,-29,-31,13
50,Vermont,The Whole State,3,3/19/2020,-37,-8,2,-37,-33,15
50,Vermont,The Whole State,3,3/20/2020,-41,-12,-14,-48,-37,18
50,Vermont,The Whole State,4,3/21/2020,-46,-19,9,-44,-30,11
50,Vermont,The Whole State,4,3/22/2020,-47,-21,18,-53,-31,9
50,Vermont,The Whole State,4,3/23/2020,-44,-23,-28,-46,-43,17
50,Vermont,The Whole State,4,3/24/2020,-46,-21,-12,-39,-47,20
50,Vermont,The Whole State,4,3/25/2020,-39,-11,-12,-43,-47,20
50,Vermont,The Whole State,4,3/26/2020,-53,-31,6,-48,-53,22
50,Vermont,The Whole State,4,3/27/2020,-53,-31,2,-55,-53,24
50,Vermont,The Whole State,5,3/28/2020,-59,-36,22,-58,-41,14
50,Vermont,The Whole State,5,3/29/2020,-62,-42,-55,-71,-43,13
50,Vermont,The Whole State,5,3/30/2020,-51,-33,-32,-55,-54,22
50,Vermont,The Whole State,5,3/31/2020,-47,-28,36,-45,-55,21
50,Vermont,The Whole State,5,4/1/2020,-47,-22,11,-45,-55,22
50,Vermont,The Whole State,5,4/2/2020,-54,-30,-36,-55,-55,24
50,Vermont,The Whole State,5,4/3/2020,-54,-29,-37,-63,-56,26
50,Vermont,The Whole State,6,4/4/2020,-58,-33,23,-60,-43,14
50,Vermont,The Whole State,6,4/5/2020,-58,-34,-1,-69,-42,11
50,Vermont,The Whole State,6,4/6/2020,-46,-26,44,-52,-55,20
50,Vermont,The Whole State,6,4/7/2020,-48,-25,52,-48,-56,21
50,Vermont,The Whole State,6,4/8/2020,-50,-29,-1,-52,-56,23
50,Vermont,The Whole State,6,4/9/2020,-55,-30,-42,-60,-56,24
50,Vermont,The Whole State,6,4/10/2020,-55,-30,-49,-64,-58,27
50,Vermont,The Whole State,7,4/11/2020,-54,-23,-4,-64,-44,15
51,Virginia,The Whole State,1,2/29/2020,6,6,-1,6,2,-1
51,Virginia,The Whole State,1,3/1/2020,10,9,24,9,2,-1
51,Virginia,The Whole State,1,3/2/2020,7,5,20,2,5,-1
51,Virginia,The Whole State,1,3/3/2020,14,10,40,2,-4,0
51,Virginia,The Whole State,1,3/4/2020,9,8,39,5,2,-1
51,Virginia,The Whole State,1,3/5/2020,6,6,19,4,2,-1
51,Virginia,The Whole State,1,3/6/2020,3,1,5,3,1,0
51,Virginia,The Whole State,2,3/7/2020,6,8,27,8,1,-1
51,Virginia,The Whole State,2,3/8/2020,7,8,62,7,0,-1
51,Virginia,The Whole State,2,3/9/2020,7,8,64,-1,3,0
51,Virginia,The Whole State,2,3/10/2020,6,8,40,-1,1,0
51,Virginia,The Whole State,2,3/11/2020,7,9,40,0,-1,0
51,Virginia,The Whole State,2,3/12/2020,7,20,44,-3,-3,0
51,Virginia,The Whole State,2,3/13/2020,3,22,46,-8,-8,3
