FIPS,State,County,Week,Date,Retail,Grocery,Parks,Transit,Work,Residential
51,Virginia,The Whole State,3,3/14/2020,-7,14,37,-6,-3,3
51,Virginia,The Whole State,3,3/15/2020,-14,5,-13,-17,-11,5
51,Virginia,The Whole State,3,3/16/2020,-7,14,10,-25,-20,9
51,Virginia,The Whole State,3,3/17/2020,-13,10,52,-25,-28,11
51,Virginia,The Whole State,3,3/18/2020,-21,5,26,-30,-33,13
51,Virginia,The Whole State,3,3/19/2020,-23,5,62,-34,-35,14
51,Virginia,The Whole State,3,3/20/2020,-26,3,59,-36,-36,15
51,Virginia,The Whole State,4,3/21/2020,-37,-4,6,-34,-23,11
51,Virginia,The Whole State,4,3/22/2020,-38,-12,15,-43,-31,10
51,Virginia,The Whole State,4,3/23/2020,-34,-10,-29,-49,-40,19
51,Virginia,The Whole State,4,3/24/2020,-31,-7,29,-43,-42,17
51,Virginia,The Whole State,4,3/25/2020,-39,-17,-28,-49,-46,21
51,Virginia,The Whole State,4,3/26/2020,-35,-9,34,-46,-45,19
51,Virginia,The Whole State,4,3/27/2020,-37,-13,41,-49,-44,20
51,Virginia,The Whole State,5,3/28/2020,-42,-14,24,-44,-31,12
51,Virginia,The Whole State,5,3/29/2020,-39,-16,46,-50,-36,11
51,Virginia,The Whole State,5,3/30/2020,-32,-8,21,-49,-44,18
51,Virginia,The Whole State,5,3/31/2020,-40,-17,-15,-51,-48,21
51,Virginia,The Whole State,5,4/1/2020,-38,-12,-11,-50,-49,21
51,Virginia,The Whole State,5,4/2/2020,-38,-12,9,-52,-49,21
51,Virginia,The Whole State,5,4/3/2020,-38,-12,13,-52,-48,22
51,Virginia,The Whole State,6,4/4/2020,-45,-14,4,-51,-34,14
51,Virginia,The Whole State,6,4/5/2020,-44,-18,21,-56,-39,12
51,Virginia,The Whole State,6,4/6/2020,-38,-15,18,-54,-48,20
51,Virginia,The Whole State,6,4/7/2020,-37,-12,29,-50,-50,20
51,Virginia,The Whole State,6,4/8/2020,-38,-13,24,-49,-52,21
51,Virginia,The Whole State,6,4/9/2020,-38,-12,15,-53,-51,21
51,Virginia,The Whole State,6,4/10/2020,-39,-14,-7,-56,-54,24
51,Virginia,The Whole State,7,4/11/2020,-40,-9,17,-49,-36,13
53,Washington,The Whole State,1,2/29/2020,7,7,31,5,2,-1
53,Washington,The Whole State,1,3/1/2020,18,10,27,9,2,-1
53,Washington,The Whole State,1,3/2/2020,4,8,-7,-3,2,0
53,Washington,The Whole State,1,3/3/2020,6,11,23,-2,-1,1
53,Washington,The Whole State,1,3/4/2020,5,9,56,-2,-2,0
53,Washington,The Whole State,1,3/5/2020,2,7,21,-8,-6,2
53,Washington,The Whole State,1,3/6/2020,-2,2,13,-12,-8,3
53,Washington,The Whole State,2,3/7/2020,-3,1,18,-6,-1,1
53,Washington,The Whole State,2,3/8/2020,7,2,34,-5,-2,1
53,Washington,The Whole State,2,3/9/2020,2,3,49,-15,-8,3
53,Washington,The Whole State,2,3/10/2020,1,5,37,-15,-11,4
53,Washington,The Whole State,2,3/11/2020,1,9,46,-16,-11,4
53,Washington,The Whole State,2,3/12/2020,-1,15,39,-20,-14,5
53,Washington,The Whole State,2,3/13/2020,-9,17,-15,-28,-17,7
53,Washington,The Whole State,3,3/14/2020,-19,8,3,-22,-8,6
53,Washington,The Whole State,3,3/15/2020,-10,5,28,-22,-11,4
53,Washington,The Whole State,3,3/16/2020,-13,19,45,-31,-26,9
53,Washington,The Whole State,3,3/17/2020,-26,8,62,-33,-35,13
53,Washington,The Whole State,3,3/18/2020,-28,5,93,-36,-38,14
53,Washington,The Whole State,3,3/19/2020,-31,3,87,-41,-40,15
53,Washington,The Whole State,3,3/20/2020,-33,3,86,-42,-41,15
53,Washington,The Whole State,4,3/21/2020,-43,-9,75,-37,-28,10
53,Washington,The Whole State,4,3/22/2020,-38,-14,30,-44,-32,9
53,Washington,The Whole State,4,3/23/2020,-36,-9,-4,-50,-44,17
53,Washington,The Whole State,4,3/24/2020,-41,-13,-3,-52,-49,20
53,Washington,The Whole State,4,3/25/2020,-44,-16,7,-54,-52,21
53,Washington,The Whole State,4,3/26/2020,-49,-21,-15,-59,-56,23
53,Washington,The Whole State,4,3/27/2020,-51,-22,-19,-61,-56,24
53,Washington,The Whole State,5,3/28/2020,-55,-26,-26,-56,-40,16
53,Washington,The Whole State,5,3/29/2020,-48,-26,-11,-56,-41,13
53,Washington,The Whole State,5,3/30/2020,-45,-23,-26,-60,-56,21
53,Washington,The Whole State,5,3/31/2020,-42,-18,-1,-58,-58,23
53,Washington,The Whole State,5,4/1/2020,-40,-12,18,-56,-58,22
53,Washington,The Whole State,5,4/2/2020,-44,-16,-1,-59,-58,23
53,Washington,The Whole State,5,4/3/2020,-45,-15,-12,-60,-57,23
53,Washington,The Whole State,6,4/4/2020,-50,-19,5,-53,-41,14
53,Washington,The Whole State,6,4/5/2020,-46,-21,-11,-56,-42,12
53,Washington,The Whole State,6,4/6/2020,-40,-16,24,-57,-56,20
53,Washington,The Whole State,6,4/7/2020,-40,-15,37,-56,-58,22
53,Washington,The Whole State,6,4/8/2020,-40,-12,51,-55,-58,21
53,Washington,The Whole State,6,4/9/2020,-40,-11,49,-56,-58,22
53,Washington,The Whole State,6,4/10/2020,-42,-11,36,-56,-58,22
53,Washington,The Whole State,7,4/11/2020,-47,-10,3,-50,-41,14
54,West Virginia,The Whole State,1,2/29/2020,13,3,5,7,2,-1
54,West Virginia,The Whole State,1,3/1/2020,22,13,40,18,4,-2
54,West Virginia,The Whole State,1,3/2/2020,12,4,1,5,2,1
54,West Virginia,The Whole State,1,3/3/2020,20,12,9,6,3,-1
54,West Virginia,The Whole State,1,3/4/2020,16,6,26,9,2,-1
54,West Virginia,The Whole State,1,3/5/2020,13,8,22,8,3,-1
54,West Virginia,The Whole State,1,3/6/2020,1,-5,0,5,0,2
54,West Virginia,The Whole State,2,3/7/2020,12,3,28,14,3,-1
54,West Virginia,The Whole State,2,3/8/2020,18,11,89,25,3,-2
54,West Virginia,The Whole State,2,3/9/2020,13,7,49,7,0,0
54,West Virginia,The Whole State,2,3/10/2020,11,5,7,4,0,0
54,West Virginia,The Whole State,2,3/11/2020,10,5,22,7,0,0
54,West Virginia,The Whole State,2,3/12/2020,12,17,38,8,0,0
54,West Virginia,The Whole State,2,3/13/2020,7,19,22,6,-3,1
54,West Virginia,The Whole State,3,3/14/2020,0,13,23,5,-2,2
54,West Virginia,The Whole State,3,3/15/2020,-3,11,8,13,-5,2
54,West Virginia,The Whole State,3,3/16/2020,-1,16,4,1,-13,5
54,West Virginia,The Whole State,3,3/17/2020,-5,14,7,-2,-16,6
54,West Virginia,The Whole State,3,3/18/2020,-18,10,16,-4,-21,7
54,West Virginia,The Whole State,3,3/19/2020,-22,10,9,-10,-23,9
54,West Virginia,The Whole State,3,3/20/2020,-30,1,14,-19,-26,12
54,West Virginia,The Whole State,4,3/21/2020,-35,5,1,-17,-22,9
54,West Virginia,The Whole State,4,3/22/2020,-40,-10,33,-18,-27,8
54,West Virginia,The Whole State,4,3/23/2020,-34,-5,-22,-25,-33,14
54,West Virginia,The Whole State,4,3/24/2020,-36,-11,5,-23,-37,13
54,West Virginia,The Whole State,4,3/25/2020,-46,-25,-15,-27,-42,16
54,West Virginia,The Whole State,4,3/26/2020,-40,-18,26,-28,-41,15
54,West Virginia,The Whole State,4,3/27/2020,-43,-23,3,-36,-41,18
54,West Virginia,The Whole State,5,3/28/2020,-42,-17,60,-32,-30,9
54,West Virginia,The Whole State,5,3/29/2020,-38,-16,52,-31,-33,8
54,West Virginia,The Whole State,5,3/30/2020,-34,-15,10,-29,-41,15
54,West Virginia,The Whole State,5,3/31/2020,-37,-15,-14,-28,-42,15
54,West Virginia,The Whole State,5,4/1/2020,-34,-10,-14,-26,-43,15
54,West Virginia,The Whole State,5,4/2/2020,-35,-10,-2,-31,-42,16
54,West Virginia,The Whole State,5,4/3/2020,-35,-10,8,-36,-42,17
54,West Virginia,The Whole State,6,4/4/2020,-40,-7,46,-34,-30,9
54,West Virginia,The Whole State,6,4/5/2020,-40,-8,28,-36,-33,8
54,West Virginia,The Whole State,6,4/6/2020,-35,-8,11,-33,-42,15
54,West Virginia,The Whole State,6,4/7/2020,-36,-10,4,-28,-43,15
54,West Virginia,The Whole State,6,4/8/2020,-38,-13,1,-27,-45,15
54,West Virginia,The Whole State,6,4/9/2020,-37,-11,-14,-32,-45,16
54,West Virginia,The Whole State,6,4/10/2020,-42,-17,-26,-39,-49,20
54,West Virginia,The Whole State,7,4/11/2020,-38,-5,12,-39,-31,10
55,Wisconsin,The Whole State,1,2/29/2020,14,9,28,10,5,-2
55,Wisconsin,The Whole State,1,3/1/2020,19,12,90,11,5,-3
55,Wisconsin,The Whole State,1,3/2/2020,5,5,19,0,4,0
55,Wisconsin,The Whole State,1,3/3/2020,7,5,16,4,0,0
55,Wisconsin,The Whole State,1,3/4/2020,8,5,26,5,2,-1
55,Wisconsin,The Whole State,1,3/5/2020,4,2,7,4,2,0
55,Wisconsin,The Whole State,1,3/6/2020,5,2,15,8,3,0
55,Wisconsin,The Whole State,2,3/7/2020,14,11,52,15,6,-2
55,Wisconsin,The Whole State,2,3/8/2020,18,13,133,15,4,-2
55,Wisconsin,The Whole State,2,3/9/2020,0,1,-1,-4,2,1
55,Wisconsin,The Whole State,2,3/10/2020,6,6,38,4,1,0
55,Wisconsin,The Whole State,2,3/11/2020,5,7,15,3,1,0
55,Wisconsin,The Whole State,2,3/12/2020,6,19,11,2,1,1
55,Wisconsin,The Whole State,2,3/13/2020,2,25,13,2,0,2
55,Wisconsin,The Whole State,3,3/14/2020,-5,23,2,-2,2,3
55,Wisconsin,The Whole State,3,3/15/2020,-5,13,47,-7,-1,2
55,Wisconsin,The Whole State,3,3/16/2020,-10,19,7,-16,-13,6
55,Wisconsin,The Whole State,3,3/17/2020,-20,14,58,-11,-21,9
55,Wisconsin,The Whole State,3,3/18/2020,-34,3,-5,-21,-28,14
55,Wisconsin,The Whole State,3,3/19/2020,-39,-3,-16,-27,-31,16
55,Wisconsin,The Whole State,3,3/20/2020,-40,3,-6,-28,-32,18
55,Wisconsin,The Whole State,4,3/21/2020,-48,-4,23,-28,-20,12
55,Wisconsin,The Whole State,4,3/22/2020,-50,-21,26,-39,-27,10
55,Wisconsin,The Whole State,4,3/23/2020,-36,-4,25,-34,-36,16
55,Wisconsin,The Whole State,4,3/24/2020,-47,-16,43,-35,-41,19
55,Wisconsin,The Whole State,4,3/25/2020,-52,-25,43,-37,-44,20
55,Wisconsin,The Whole State,4,3/26/2020,-51,-24,15,-39,-44,21
55,Wisconsin,The Whole State,4,3/27/2020,-51,-23,33,-39,-43,23
55,Wisconsin,The Whole State,5,3/28/2020,-58,-26,-26,-46,-31,16
55,Wisconsin,The Whole State,5,3/29/2020,-55,-30,-12,-50,-34,13
55,Wisconsin,The Whole State,5,3/30/2020,-45,-21,52,-37,-43,18
55,Wisconsin,The Whole State,5,3/31/2020,-47,-20,20,-34,-45,20
55,Wisconsin,The Whole State,5,4/1/2020,-43,-15,74,-30,-45,19
55,Wisconsin,The Whole State,5,4/2/2020,-44,-16,91,-31,-45,20
55,Wisconsin,The Whole State,5,4/3/2020,-46,-17,43,-34,-45,23
55,Wisconsin,The Whole State,6,4/4/2020,-51,-14,50,-35,-30,14
55,Wisconsin,The Whole State,6,4/5/2020,-47,-18,124,-40,-33,10
55,Wisconsin,The Whole State,6,4/6/2020,-45,-18,49,-35,-44,19
55,Wisconsin,The Whole State,6,4/7/2020,-42,-15,111,-23,-46,19
55,Wisconsin,The Whole State,6,4/8/2020,-47,-18,31,-37,-46,20
55,Wisconsin,The Whole State,6,4/9/2020,-46,-14,14,-37,-47,21
55,Wisconsin,The Whole State,6,4/10/2020,-46,-12,36,-38,-52,25
55,Wisconsin,The Whole State,7,4/11/2020,-47,-2,67,-34,-33,13
56,Wyoming,The Whole State,1,2/29/2020,13,13,10,19,2,-2
56,Wyoming,The Whole State,1,3/1/2020,0,3,-21,-13,1,2
56,Wyoming,The Whole State,1,3/2/2020,5,8,0,-18,4,0
56,Wyoming,The Whole State,1,3/3/2020,11,14,3,-18,4,-1
56,Wyoming,The Whole State,1,3/4/2020,9,12,7,10,3,-1
56,Wyoming,The Whole State,1,3/5/2020,11,12,18,8,2,-1
56,Wyoming,The Whole State,1,3/6/2020,8,12,32,16,3,-1
56,Wyoming,The Whole State,2,3/7/2020,13,15,39,21,4,-3
56,Wyoming,The Whole State,2,3/8/2020,9,10,3,4,2,0
56,Wyoming,The Whole State,2,3/9/2020,9,16,19,8,4,-1
56,Wyoming,The Whole State,2,3/10/2020,9,15,15,8,3,-1
56,Wyoming,The Whole State,2,3/11/2020,8,16,16,6,2,-1
56,Wyoming,The Whole State,2,3/12/2020,6,26,4,10,0,0
56,Wyoming,The Whole State,2,3/13/2020,-3,29,-2,3,-3,3
56,Wyoming,The Whole State,3,3/14/2020,-7,20,-15,8,-2,3
56,Wyoming,The Whole State,3,3/15/2020,-4,17,3,0,-3,2
56,Wyoming,The Whole State,3,3/16/2020,1,33,16,3,-16,4
56,Wyoming,The Whole State,3,3/17/2020,-7,27,24,4,-19,6
56,Wyoming,The Whole State,3,3/18/2020,-13,21,16,-2,-23,7
56,Wyoming,The Whole State,3,3/19/2020,-31,4,-27,-27,-29,14
56,Wyoming,The Whole State,3,3/20/2020,-38,7,-17,-8,-29,15
56,Wyoming,The Whole State,4,3/21/2020,-39,4,19,9,-21,9
56,Wyoming,The Whole State,4,3/22/2020,-38,-7,9,-11,-26,8
56,Wyoming,The Whole State,4,3/23/2020,-28,3,33,-4,-30,11
56,Wyoming,The Whole State,4,3/24/2020,-31,0,12,-9,-33,13
56,Wyoming,The Whole State,4,3/25/2020,-35,-6,0,-12,-35,14
56,Wyoming,The Whole State,4,3/26/2020,-36,-7,12,-14,-36,15
56,Wyoming,The Whole State,4,3/27/2020,-42,-8,-4,-13,-35,17
56,Wyoming,The Whole State,5,3/28/2020,-44,-12,-9,-7,-28,11
56,Wyoming,The Whole State,5,3/29/2020,-37,-13,29,-14,-29,8
56,Wyoming,The Whole State,5,3/30/2020,-31,-5,27,-10,-35,12
56,Wyoming,The Whole State,5,3/31/2020,-31,-5,8,-9,-36,13
56,Wyoming,The Whole State,5,4/1/2020,-33,-6,-9,-12,-38,15
56,Wyoming,The Whole State,5,4/2/2020,-44,-17,-35,-21,-41,19
56,Wyoming,The Whole State,5,4/3/2020,-37,-3,-13,-11,-37,17
56,Wyoming,The Whole State,6,4/4/2020,-42,-7,5,-5,-27,11
56,Wyoming,The Whole State,6,4/5/2020,-39,-11,22,-21,-31,9
56,Wyoming,The Whole State,6,4/6/2020,-32,-5,16,-15,-35,13
56,Wyoming,The Whole State,6,4/7/2020,-32,-5,15,-13,-37,14
56,Wyoming,The Whole State,6,4/8/2020,-32,-4,26,-12,-38,14
56,Wyoming,The Whole State,6,4/9/2020,-32,-5,33,-13,-38,14
56,Wyoming,The Whole State,6,4/10/2020,-33,1,44,-10,-41,16
56,Wyoming,The Whole State,7,4/11/2020,-41,-2,-25,-15,-30,12
